,corr_day_close,corr_day_vol,corr_open_close,day_high,day_low,div_freq,dividend,eps,ex_div_date,market_cap,open,prev_close,price_precent_change_5d,quote_price,quote_price_change,quote_price_change_percent,quote_symbol,quote_volume,yield
10,-0.1349390349464614,-0.2787522166567175,0.15063816447610556,N/A,N/A,N/A,N A,3.50,N/A,0,N/A,0.00,-6.47,0.0,0.0,0.0,RFP,0,N/A
11,-0.36159366221816547,-0.36802877464328687,0.7250707404229797,17.96,17.96,Monthly,0.073 CAD,N/A,04/22/2019,12572000,17.96,17.90,-0.56,17.96,0.06,0.34,DCP,130,4.950
12,,,,20.49,20.49,Quarterly,0.391 CAD,N/A,03/18/2019,122940000,20.49,20.70,,20.49,-0.21,-1.01,AIM.PR.C,110,7.626
13,0.7442129389455207,-0.1222420094569388,0.6556715210343348,N/A,N/A,Quarterly,0.150 CAD,-0.470000,03/28/2019,0,N/A,0.00,0.15,0.0,0.0,0.0,AIF,0,2.221
14,,,,14.70,14.70,Quarterly,0.233 CAD,N/A,03/14/2019,52509047,14.70,14.79,,14.7,-0.09,-0.61,FFH.PR.F,100,6.352
15,0.777647606621644,0.43539091733168656,0.8761682551330761,29.29,29.27,N/A,N A,N/A,N/A,6590279,29.27,29.77,2.07,29.29,-0.48,-1.61,FOUR,500,N/A
16,-0.8658865469010595,-0.38207468785560944,0.9576322312195088,N/A,N/A,N/A,N A,-0.020000,N/A,29616735,N/A,1.13,-17.12,1.13,0.0,0.0,IFA,0,N/A
17,0.621159207998,-0.17649564883952307,0.8607024442489593,2.20,2.15,Quarterly,0.020 CAD,-0.05,03/28/2019,359809519,2.19,2.20,8.26,2.18,-0.02,-0.91,HNL,144080,3.670
18,-0.8263928188920845,-0.5728623171520939,0.6906487765415588,7.68,7.41,Quarterly,0.013 CAD,-2.290000,03/28/2019,1401738243,7.53,7.54,-3.72,7.62,0.08,1.06,HBC,168171,0.656
19,-0.08106884697004273,-0.7146859584890354,0.4129820989021114,1.70,1.63,Quarterly,0.010 CAD,0.160000,03/19/2019,67430801,1.69,1.70,-0.6,1.7,0.0,0.0,DNG,14000,2.353
20,-0.16594800700094245,-0.08368273945600097,0.6036389578280733,2.34,2.19,N/A,N A,0.330000,N/A,274718395,2.34,2.34,-2.59,2.26,-0.08,-3.42,SRX,200811,N/A
21,0.9428798333844629,-0.028120800739767717,0.9834102497098055,34.71,34.61,Monthly,0.152 CAD,N/A,03/29/2019,515146500,34.68,34.59,1.82,34.69,0.1,0.29,VDY,14559,3.943
22,,,,N/A,N/A,Quarterly,0.068 CAD,N/A,03/27/2019,2251250,N/A,18.01,0.0,18.01,0.0,0.0,PZW.F,0,1.757
23,,,,25.08,25.08,Quarterly,0.344 CAD,N/A,03/28/2019,100320000,25.08,24.96,,25.08,0.12,0.48,ELF.PR.H,900,5.482
24,,,,22.89,22.67,Quarterly,0.281 CAD,N/A,04/09/2019,320460000,22.83,22.67,,22.89,0.22,0.97,TD.PF.I,8280,4.915
25,,,,24.61,24.60,Quarterly,0.306 CAD,N/A,04/24/2019,147600000,24.61,24.55,,24.6,0.05,0.2,RY.PR.N,600,4.980
26,-0.3607253892465404,0.06000244988631578,-0.7029091815805195,N/A,N/A,N/A,N A,0.200000,N/A,0,N/A,0.00,0.07,0.0,0.0,0.0,EFH,0,N/A
27,,,,N/A,N/A,Monthly,0.025 USD,N/A,04/23/2019,14940000,N/A,9.96,0.0,9.96,0.0,0.0,FIG.U,0,2.988
