Date,Open,High,Low,Close,Adj Close,Volume
2018-01-12,111.290001,114.500000,111.089996,112.800003,112.800003,846000
2018-01-16,114.650002,114.660004,111.180000,111.919998,111.919998,1175500
2018-01-17,112.559998,115.839996,111.480003,114.910004,114.910004,1226500
2018-01-18,114.480003,116.730003,114.070000,114.800003,114.800003,697600
2018-01-19,115.099998,115.809998,114.599998,115.480003,115.480003,692900
2018-01-22,115.440002,119.650002,115.440002,119.430000,119.430000,1180400
2018-01-23,119.709999,120.059998,115.800003,118.690002,118.690002,1135000
2018-01-24,119.750000,121.949997,118.250000,119.669998,119.669998,1023800
2018-01-25,121.000000,126.239998,120.330002,124.900002,124.900002,1940600
2018-01-26,126.360001,130.470001,124.000000,129.070007,129.070007,2037400
2018-01-29,129.699997,129.970001,125.220001,127.300003,127.300003,1721500
2018-01-30,121.699997,125.830002,119.089996,124.209999,124.209999,1737900
2018-01-31,126.120003,128.589996,125.580002,127.919998,127.919998,1217500
2018-02-01,127.029999,131.158997,125.699997,126.279999,126.279999,1168100
2018-02-02,125.500000,128.679993,123.800003,125.120003,125.120003,1371200
2018-02-05,120.570000,127.285004,118.300003,118.300003,118.300003,2324200
2018-02-06,113.809998,122.699997,112.059998,122.139999,122.139999,2705900
2018-02-07,122.750000,127.699997,121.410004,123.339996,123.339996,1696000
2018-02-08,124.500000,127.070000,118.500000,118.510002,118.510002,2102300
2018-02-09,120.739998,123.930000,114.160004,119.550003,119.550003,2882500
2018-02-12,123.300003,128.949997,122.174004,127.940002,127.940002,2702900
2018-02-13,127.750000,130.419998,125.129997,126.059998,126.059998,1987800
2018-02-14,125.099998,138.160004,125.019997,137.559998,137.559998,4236800
2018-02-15,135.000000,140.750000,130.300003,137.949997,137.949997,5776500
2018-02-16,135.490005,138.660004,134.110001,137.529999,137.529999,2230900
2018-02-20,136.830002,146.119995,136.619995,142.779999,142.779999,2714600
2018-02-21,136.750000,137.339996,132.770004,132.899994,132.899994,5361200
2018-02-22,133.960007,136.524994,133.199997,134.179993,134.179993,2410400
2018-02-23,135.490005,137.000000,133.100006,137.000000,137.000000,1622700
2018-02-26,137.520004,138.320007,135.139999,136.270004,136.270004,1462600
2018-02-27,136.570007,139.440002,135.589996,137.660004,137.660004,1483300
2018-02-28,139.289993,140.500000,137.929993,138.210007,138.210007,1395000
2018-03-01,137.000000,139.149994,133.320007,136.850006,136.850006,1802500
2018-03-02,135.000000,137.500000,134.470001,136.750000,136.750000,1178200
2018-03-05,135.169998,139.850006,134.000000,139.289993,139.289993,2027000
2018-03-06,140.149994,143.369995,139.720001,141.509995,141.509995,1352400
2018-03-07,139.949997,144.440002,139.000000,143.679993,143.679993,1486300
2018-03-08,144.619995,148.020004,144.619995,147.410004,147.410004,1925200
2018-03-09,149.419998,150.470001,147.619995,149.160004,149.160004,1418700
2018-03-12,149.729996,150.149994,147.380005,148.149994,148.149994,790900
2018-03-13,148.600006,148.753006,144.509995,145.320007,145.320007,1115600
2018-03-14,145.610001,148.119995,143.880005,146.250000,146.250000,971500
2018-03-15,147.750000,149.000000,146.199997,147.410004,147.410004,866000
2018-03-16,147.210007,148.139999,145.360001,147.220001,147.220001,639600
2018-03-19,145.899994,148.190002,142.929993,145.619995,145.619995,1017600
2018-03-20,145.440002,154.820007,145.000000,153.110001,153.110001,1904400
2018-03-21,153.539993,154.000000,148.259995,149.399994,149.399994,1650200
2018-03-22,147.509995,152.800003,145.330002,145.449997,145.449997,1812900
2018-03-23,145.979996,147.660004,141.000000,141.660004,141.660004,1856700
2018-03-26,145.259995,147.820007,130.500000,136.720001,136.720001,5249800
2018-03-27,136.250000,139.130005,127.209999,128.820007,128.820007,2833300
2018-03-28,127.500000,127.750000,120.680000,121.599998,121.599998,3657500
2018-03-29,120.900002,126.279999,118.570000,124.589996,124.589996,2966600
2018-04-02,124.709999,127.500000,120.300003,122.080002,122.080002,1843400
2018-04-03,124.000000,125.480003,117.800003,119.370003,119.370003,1824000
2018-04-04,114.110001,121.349998,112.500000,120.669998,120.669998,1486700
2018-04-05,123.750000,125.519997,119.599998,120.139999,120.139999,1239900
2018-04-06,118.769997,120.790001,115.959999,117.419998,117.419998,1089900
2018-04-09,119.150002,123.709999,118.099998,118.949997,118.949997,1788600
2018-04-10,122.449997,123.489998,118.949997,122.870003,122.870003,1607400
2018-04-11,121.989998,124.199997,119.360001,119.529999,119.529999,1203200
2018-04-12,120.559998,121.249001,119.129997,120.750000,120.750000,1997800
2018-04-13,122.000000,122.190002,116.239998,117.510002,117.510002,4578300
2018-04-16,117.830002,118.000000,113.680000,116.940002,116.940002,2108700
2018-04-17,118.000000,127.320000,117.910004,125.959999,125.959999,2706800
2018-04-18,126.320000,128.309998,123.260002,127.559998,127.559998,1771000
2018-04-19,126.120003,129.580002,125.574997,126.669998,126.669998,1356600
2018-04-20,126.500000,127.599998,125.285004,126.790001,126.790001,1670300
2018-04-23,127.190002,127.220001,121.150002,122.910004,122.910004,2039500
2018-04-24,123.900002,126.849998,121.510002,123.139999,123.139999,1921200
2018-04-25,123.000000,123.330002,118.544998,120.019997,120.019997,1215400
2018-04-26,121.980003,125.519997,121.980003,124.150002,124.150002,1376200
2018-04-27,126.769997,127.099998,124.199997,126.620003,126.620003,1703900
2018-04-30,128.000000,134.429993,127.010002,133.630005,133.630005,3840400
2018-05-01,125.080002,128.100006,118.809998,127.680000,127.680000,7356500
2018-05-02,126.849998,129.740005,122.480003,124.809998,124.809998,2964500
2018-05-03,124.809998,135.529999,124.250000,135.169998,135.169998,3316500
2018-05-04,134.800003,138.261002,132.630005,136.130005,136.130005,1934000
2018-05-07,137.789993,139.050003,136.589996,138.559998,138.559998,1364200
2018-05-08,139.470001,146.050003,138.610001,143.309998,143.309998,2310200
2018-05-09,144.000000,146.475006,143.000000,146.100006,146.100006,1534200
2018-05-10,146.399994,146.970001,145.710007,146.229996,146.229996,1162200
2018-05-11,146.330002,146.669998,142.710007,144.470001,144.470001,1161600
2018-05-14,145.300003,148.289993,142.229996,142.639999,142.639999,1479500
2018-05-15,145.300003,145.300003,137.630005,142.500000,142.500000,1140700
2018-05-16,143.020004,144.630005,142.110001,142.279999,142.279999,713300
2018-05-17,142.220001,146.617996,141.899994,146.100006,146.100006,1440200
2018-05-18,145.259995,147.699997,144.729996,147.059998,147.059998,1033400
2018-05-21,148.729996,150.970001,143.419998,144.509995,144.509995,1564000
2018-05-22,140.699997,142.990005,137.309998,138.750000,138.750000,2760500
2018-05-23,138.000000,141.250000,137.500000,140.830002,140.830002,997200
2018-05-24,140.490005,143.679993,140.250000,143.050003,143.050003,909400
2018-05-25,143.050003,144.660004,142.679993,143.639999,143.639999,654200
2018-05-29,143.320007,145.320007,141.800003,143.289993,143.289993,857400
2018-05-30,144.000000,146.800003,143.690994,145.839996,145.839996,765700
2018-05-31,146.110001,149.979996,145.520004,148.089996,148.089996,1431600
2018-06-01,149.500000,151.654999,147.539993,150.800003,150.800003,1307800
2018-06-04,151.929993,157.860001,151.750000,156.910004,156.910004,1622400
2018-06-05,157.119995,162.000000,156.839996,161.059998,161.059998,1394400
2018-06-06,162.050003,165.770004,160.259995,165.360001,165.360001,1399600
2018-06-07,166.000000,166.009995,158.880005,161.259995,161.259995,1738800
2018-06-08,159.550003,163.830002,158.500000,162.809998,162.809998,1056900
2018-06-11,163.199997,164.904007,160.029999,160.240005,160.240005,1079400
2018-06-12,160.330002,165.889999,160.130005,165.240005,165.240005,1378100
2018-06-13,165.000000,171.130005,163.809998,165.089996,165.089996,2156000
2018-06-14,166.220001,168.860001,166.000000,167.940002,167.940002,1125200
2018-06-15,166.649994,169.358002,164.649994,168.440002,168.440002,841700
2018-06-18,167.000000,172.919998,166.796005,172.839996,172.839996,1261300
2018-06-19,169.800003,172.509995,167.070007,170.610001,170.610001,1092700
2018-06-20,173.669998,175.110001,172.210007,172.250000,172.250000,965300
2018-06-21,173.479996,173.841003,164.350006,164.539993,164.539993,1764300
2018-06-22,166.520004,166.679993,160.070007,162.529999,162.529999,1232900
2018-06-25,160.000000,160.000000,151.050003,153.210007,153.210007,2180800
2018-06-26,155.750000,158.725998,154.115005,155.009995,155.009995,1815500
2018-06-27,155.520004,156.199997,144.279999,144.699997,144.699997,3248400
2018-06-28,143.169998,147.830002,140.399994,146.550003,146.550003,1881000
2018-06-29,147.820007,149.947998,145.350006,145.889999,145.889999,1205000
2018-07-02,142.710007,149.570007,141.369995,149.419998,149.419998,880800
2018-07-03,149.179001,151.949997,147.253998,150.500000,150.500000,1060800
2018-07-05,153.149994,153.770004,149.960007,152.679993,152.679993,914900
2018-07-06,152.910004,157.339996,152.000000,156.809998,156.809998,1073800
2018-07-09,158.789993,160.399994,154.240005,158.449997,158.449997,997000
2018-07-10,158.619995,160.365005,157.809998,158.979996,158.979996,776500
2018-07-11,157.479996,161.970001,156.270004,160.979996,160.979996,745500
2018-07-12,162.580002,168.199997,162.110001,167.500000,167.500000,995800
2018-07-13,167.720001,168.115005,163.740005,166.179993,166.179993,877100
2018-07-16,166.130005,169.399994,164.800003,165.350006,165.350006,1262300
2018-07-17,161.710007,170.300003,161.050003,169.000000,169.000000,1200600
2018-07-18,169.250000,171.479996,167.031006,170.479996,170.479996,851600
2018-07-19,170.000000,172.100006,168.179993,171.750000,171.750000,829100
2018-07-20,172.000000,175.289993,171.300003,171.750000,171.750000,1277800
2018-07-23,171.949997,174.132004,169.000000,173.259995,173.259995,839700
2018-07-24,174.839996,176.598999,166.630005,168.339996,168.339996,1541500
2018-07-25,167.910004,174.029999,165.570007,173.779999,173.779999,1255900
2018-07-26,169.330002,172.240005,168.649994,170.289993,170.289993,1158500
2018-07-27,172.350006,172.350006,159.259995,160.149994,160.149994,2102000
2018-07-30,159.800003,160.470001,147.330002,148.080002,148.080002,2745100
2018-07-31,138.520004,143.770004,133.261002,138.210007,138.210007,7920600
2018-08-01,138.679993,140.218994,134.889999,136.360001,136.360001,2405200
2018-08-02,134.580002,144.210007,132.630005,143.919998,143.919998,2724900
2018-08-03,145.000000,145.470001,140.830002,141.869995,141.869995,1617400
2018-08-06,141.910004,142.410004,138.000000,142.039993,142.039993,1196400
2018-08-07,143.149994,146.639008,141.169998,141.679993,141.679993,1013000
2018-08-08,142.669998,144.139999,140.850006,142.699997,142.699997,817500
2018-08-09,142.210007,147.139999,142.199997,146.440002,146.440002,875200
2018-08-10,145.089996,151.179993,144.149994,149.220001,149.220001,1321600
2018-08-13,149.350006,151.009995,142.410004,142.869995,142.869995,1280000
2018-08-14,144.199997,145.740005,141.550003,144.380005,144.380005,1228400
2018-08-15,142.580002,144.559998,137.110001,138.919998,138.919998,1820300
2018-08-16,140.779999,142.110001,138.850006,139.160004,139.160004,921000
2018-08-17,138.919998,140.240005,135.789993,137.190002,137.190002,1258900
2018-08-20,138.000000,138.334000,132.850006,135.970001,135.970001,1517100
2018-08-21,135.119995,137.779999,133.259995,133.440002,133.440002,1425400
2018-08-22,132.339996,138.500000,132.339996,137.630005,137.630005,1265200
2018-08-23,138.039993,140.910004,137.050003,137.490005,137.490005,1042000
2018-08-24,139.600006,141.500000,138.470993,140.580002,140.580002,1213100
2018-08-27,141.850006,144.750000,139.000000,144.039993,144.039993,1386400
2018-08-28,145.600006,146.050003,142.750000,145.000000,145.000000,1289500
2018-08-29,145.389999,146.500000,143.770004,145.149994,145.149994,936700
2018-08-30,144.600006,146.483994,143.281006,144.809998,144.809998,812300
2018-08-31,143.889999,146.259995,143.389999,145.669998,145.669998,669100
2018-09-04,146.100006,146.929993,143.610001,146.339996,146.339996,912100
2018-09-05,143.669998,144.125000,136.500000,139.970001,139.970001,2362300
2018-09-06,139.710007,140.455002,132.350006,134.130005,134.130005,1825400
2018-09-07,131.270004,141.179993,130.600006,140.639999,140.639999,2039500
2018-09-10,141.339996,142.550003,139.050003,142.130005,142.130005,1062300
2018-09-11,141.500000,148.029999,140.391006,147.759995,147.759995,1320500
2018-09-12,147.759995,153.770004,146.220001,153.130005,153.130005,1711200
2018-09-13,154.000000,158.500000,153.949997,155.500000,155.500000,1259800
2018-09-14,156.990005,158.895004,153.563004,154.770004,154.770004,1247000
2018-09-17,157.919998,159.429993,153.449997,153.630005,153.630005,1654200
2018-09-18,154.500000,164.199997,154.500000,162.279999,162.279999,1706600
2018-09-19,164.000000,166.500000,161.514999,164.600006,164.600006,1637800
2018-09-20,165.380005,168.949997,164.500000,167.169998,167.169998,1378300
2018-09-21,166.699997,168.160004,160.610001,161.520004,161.520004,2146400
2018-09-24,159.559998,165.330002,157.399994,162.179993,162.179993,892600
2018-09-25,163.369995,165.139999,159.000000,161.110001,161.110001,1579800
2018-09-26,162.520004,164.800003,159.880005,162.000000,162.000000,860500
2018-09-27,162.259995,164.710007,162.020004,164.449997,164.449997,604300
2018-09-28,164.190002,167.789993,163.059998,164.460007,164.460007,789400
2018-10-01,166.440002,166.860001,162.509995,163.419998,163.419998,868400
2018-10-02,162.460007,164.000000,155.970001,156.600006,156.600006,1566500
2018-10-03,157.509995,162.360001,157.190002,160.199997,160.199997,909500
2018-10-04,159.479996,160.199005,147.800003,148.910004,148.910004,1929900
2018-10-05,149.089996,151.410004,141.070007,145.600006,145.600006,1691300
2018-10-08,143.220001,145.531998,138.089996,140.490005,140.490005,1242000
2018-10-09,140.399994,143.179993,138.755005,140.220001,140.220001,1055500
2018-10-10,139.639999,139.951004,128.009995,130.100006,130.100006,2686300
2018-10-11,126.690002,133.979996,126.680000,128.389999,128.389999,2070300
2018-10-12,135.160004,136.970001,130.250000,135.199997,135.199997,2034600
2018-10-15,134.990005,137.000000,132.089996,135.699997,135.699997,1114200
2018-10-16,138.679993,146.070007,138.410004,145.830002,145.830002,1391100
2018-10-17,146.000000,146.500000,133.869995,137.369995,137.369995,3149000
2018-10-18,136.779999,140.139999,133.559998,134.779999,134.779999,1593000
2018-10-19,135.679993,137.380997,126.199997,127.070000,127.070000,2229600
2018-10-22,128.389999,135.589996,125.642998,134.369995,134.369995,2356200
2018-10-23,128.339996,133.199997,126.709999,132.160004,132.160004,2366900
2018-10-24,133.115005,134.600006,122.050003,122.269997,122.269997,2315200
2018-10-25,131.360001,138.339996,128.500000,136.990005,136.990005,4484700
2018-10-26,129.610001,138.339996,128.449997,132.949997,132.949997,2830900
2018-10-29,136.830002,137.679993,125.080002,128.500000,128.500000,2156100
2018-10-30,125.349998,132.360001,122.800003,129.139999,129.139999,3029100
2018-10-31,132.500000,138.649994,130.529999,138.149994,138.149994,2118800
2018-11-01,138.770004,145.089996,135.669998,144.350006,144.350006,1796500
2018-11-02,144.350006,148.919998,142.259995,145.550003,145.550003,1947600
2018-11-05,143.949997,145.000000,139.759995,141.029999,141.029999,1222500
2018-11-06,141.779999,143.809998,139.000000,140.929993,140.929993,831900
2018-11-07,144.130005,149.500000,143.139999,148.190002,148.190002,1528700
2018-11-08,148.210007,150.837997,146.389999,149.539993,149.539993,1299900
2018-11-09,147.289993,147.289993,138.600006,140.899994,140.899994,1726700
2018-11-12,139.289993,139.309998,130.899994,135.539993,135.539993,1687000
2018-11-13,136.500000,140.539993,134.169998,138.779999,138.779999,1404500
2018-11-14,140.940002,144.500000,139.610001,142.759995,142.759995,1359400
2018-11-15,142.520004,151.270004,141.500000,150.089996,150.089996,1868300
2018-11-16,146.669998,151.509995,145.130005,151.020004,151.020004,1218500
2018-11-19,150.300003,151.210007,133.589996,133.750000,133.750000,2248500
2018-11-20,122.519997,136.419998,122.000000,134.350006,134.350006,2195700
2018-11-21,138.970001,140.119995,132.460007,132.610001,132.610001,1252900
2018-11-23,131.270004,136.199997,129.645996,134.809998,134.809998,673100
2018-11-26,137.880005,144.520004,137.479996,144.440002,144.440002,1581400
2018-11-27,142.000000,146.899994,141.789993,144.470001,144.470001,1056100
2018-11-28,146.410004,150.020004,145.009995,149.960007,149.960007,1255400
2018-11-29,150.000000,151.460007,146.251007,149.039993,149.039993,1133500
2018-11-30,149.029999,152.889999,147.800003,152.660004,152.660004,1071300
